"fiscal_year","contractor","award"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ Mike Nicholson","7031"
"2020-09-30T00:00:00.000","Austin Revitalization Authority","7100"
"2020-09-30T00:00:00.000","Ballet East Dance Company/ Children's book Project","7100"
"2020-09-30T00:00:00.000","SAIVA","7100"
"2020-09-30T00:00:00.000","Imagine Art, Inc./ Teel Montague (aka Finders Keepers)","7150"
"2020-09-30T00:00:00.000","One World/ Jaime Ospina","7150"
"2020-09-30T00:00:00.000","Latinas Unidas Por el Arte (LUPE Arte)/ Cut & Deliver Writers Cram Jam Lab","7319"
"2020-09-30T00:00:00.000","Tejano Music Alliance of Texas","7446"
"2020-09-30T00:00:00.000","American Short Fiction, Inc.","7500"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Tetractys","7500"
"2020-09-30T00:00:00.000","Texas Book Festival","7500"
"2020-09-30T00:00:00.000","Whatsinthermirror","7566"
"2020-09-30T00:00:00.000","Dance Waterloo","7706"
"2020-09-30T00:00:00.000","One World/ Candace Bellamy","7850"
"2020-09-30T00:00:00.000","Classical Music for the World","7966"
"2020-09-30T00:00:00.000","Big Medium/ Northern/Southern","8366"
"2020-09-30T00:00:00.000","The Museum of Human Achievement/The Mall","8366"
"2020-09-30T00:00:00.000","Unlisted Projects","8422"
"2020-09-30T00:00:00.000","Austin Chamber Ensemble","8436"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Austin Flamenco Academy","8514"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ Tracy Fraizier","8633"
"2020-09-30T00:00:00.000","Musical Connection/ Nataly Murph","8800"
"2020-09-30T00:00:00.000","Austin Script Works aka Austin Scriptworks/ Sarah Loucks","8816"
"2020-09-30T00:00:00.000","Big Medium/ Amy Bench","8900"
"2020-09-30T00:00:00.000","Austin Creative Alliance / ImprovEd Arts","8925"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Dystheatre","8928"
"2020-09-30T00:00:00.000","Alliance for Young Future Filmmakers","9000"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Texas Comedies","9000"
"2020-09-30T00:00:00.000","Musical Connection/ Zhenya Rock","9032"
"2020-09-30T00:00:00.000","La Fenice","9123"
"2020-09-30T00:00:00.000","Austin New Music Corporation (Co-op)","9215"
"2020-09-30T00:00:00.000","Imagine Art, Inc./ Mindy Moore","9345"
"2020-09-30T00:00:00.000","Austin Creative Alliance / 3240 Entertainment","9550"
"2020-09-30T00:00:00.000","Vortex Repertory Company/Canopy Theatre","9550"
"2020-09-30T00:00:00.000","The Violet Crown Players, Inc.","9625"
"2020-09-30T00:00:00.000","Vietnamese American Community of Austin Texas (VACAT)","9688"
"2020-09-30T00:00:00.000","Folklore y Ritmos de Panama","10101"
"2020-09-30T00:00:00.000","Austin Street Corner Arts Collective","10302"
"2020-09-30T00:00:00.000","Beyond the Grade","10337"
"2020-09-30T00:00:00.000","Texas Nafas","10938"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Southwest Theatre Productions","11175"
"2020-09-30T00:00:00.000","Lucky Chaos","11585"
"2020-09-30T00:00:00.000","Spectrum Theatre Company","11757"
"2020-09-30T00:00:00.000","Big Medium/ Susan Scafati","11900"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ Susanne Mason","11900"
"2020-09-30T00:00:00.000","Golden Hornet Project, Inc.","12034"
"2020-09-30T00:00:00.000","Imagine Art, Inc./ Theron Parker-ABC ASL","12072"
"2020-09-30T00:00:00.000","La Peña/ Los Bohemios Perdidos","12227"
"2020-09-30T00:00:00.000","Buzz Production","12500"
"2020-09-30T00:00:00.000","Co-Lab Projects/ Michael Anthony Garcia","12650"
"2020-09-30T00:00:00.000","TILT","12772"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Skloss","12900"
"2020-09-30T00:00:00.000","Academia (Aztlan) De Danza Y Folklore","12943"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Montopolis Productions","12961"
"2020-09-30T00:00:00.000","Austin Visual Arts Association/ Dr. Christopher Adejumo","13198"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Jason Phelps & Co","13227"
"2020-09-30T00:00:00.000","Austin Script Works aka Austin Scriptworks/ Candyce Rusk","13425"
"2020-09-30T00:00:00.000","Musical Connection/ Sarkis Petrosyan","13475"
"2020-09-30T00:00:00.000","Texas Music Museum","13500"
"2020-09-30T00:00:00.000","Shady Tree Studios/ Sandy Carson","13600"
"2020-09-30T00:00:00.000","Save Barton Creek Association/ Bill Oliver","13725"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ Anne Lewis","13750"
"2020-09-30T00:00:00.000","PrintAustin Collective","13987"
"2020-09-30T00:00:00.000","Center for Women & Their Work/ Valerie Fowler","14025"
"2020-09-30T00:00:00.000","The Museum of Human Achievement /The Cage Match Project","14025"
"2020-09-30T00:00:00.000","Big Medium/ John Pike","14175"
"2020-09-30T00:00:00.000","Amphion Youth Choir","14176"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Balcones Community Orchestra","14196"
"2020-09-30T00:00:00.000","Big Medium/ Moya McIntyre FKA Moya Kahbele aka The Femme Abstract","14450"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ John Moore","14450"
"2020-09-30T00:00:00.000","Big Medium/ Alejandra Almuelle","14475"
"2020-09-30T00:00:00.000","PS Foundation for the Arts","14610"
"2020-09-30T00:00:00.000","Chaddick Dance Company","14726"
"2020-09-30T00:00:00.000","Austin Creative Alliance / dadageek","14875"
"2020-09-30T00:00:00.000","Visions in Rhythm aka Tapestry Dance Company/Minor Mishap Marching Band","14875"
"2020-09-30T00:00:00.000","Austin Civic Wind Ensemble","14951"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Jules Buck Jones","15025"
"2020-09-30T00:00:00.000","Fluent~Collaborative/ Elizabeth Chiles","15152"
"2020-09-30T00:00:00.000","Austin Festival Express","15300"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Sky Candy","15450"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Denise Prince","15486"
"2020-09-30T00:00:00.000","One World/ Sergey Vashchenko","15486"
"2020-09-30T00:00:00.000","Austin Baroque Orchestra","15500"
"2020-09-30T00:00:00.000","Shady Tree Studios/ Almost Real Things","15725"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Austin Children's Theater","15875"
"2020-09-30T00:00:00.000","Fisterra Projects/ AM Arts","15875"
"2020-09-30T00:00:00.000","Shalom Austin/ Jewish Film Festival","15925"
"2020-09-30T00:00:00.000","Big Medium/ Austin Maker Group FKA Austin Maker Faire","16150"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ Chelsea Hernandez","16200"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Lauren Gurgiolo","16300"
"2020-09-30T00:00:00.000","Red Salmon Arts/ Daniel Llanes","16350"
"2020-09-30T00:00:00.000","Big Medium/ Colin McIntyre","16354"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Rino Pizzi","16354"
"2020-09-30T00:00:00.000","Vortex Repertory Company/Ethos AKA Chad Salvata","16354"
"2020-09-30T00:00:00.000","One World/ Austin Troubadours","16500"
"2020-09-30T00:00:00.000","Big Medium/ Outside Voice","16575"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Yuliya Lanina","16575"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Paper Chairs","16642"
"2020-09-30T00:00:00.000","Texas Folklife Resources/ Andrew Garrison","16643"
"2020-09-30T00:00:00.000","Dimension Gallery","16688"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Grapes of Wrath 75 Project","16725"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Jennifer Sherburn","16725"
"2020-09-30T00:00:00.000","LOLA Local Opera Local Artists","16900"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Mother Falcon's Music Laboratory","16932"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Alyssa Taylor Wendt","16932"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Heloise Gold","16932"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ Karen Kocher","16932"
"2020-09-30T00:00:00.000","One World/ Nada Stearns","16932"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Bob Livingston","17150"
"2020-09-30T00:00:00.000","Film Society of Austin, Inc./ PJ Raval","17200"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Art of the Pot","17511"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Bob Hoffnar","17511"
"2020-09-30T00:00:00.000","One World/ Mohammad Firoozi","17525"
"2020-09-30T00:00:00.000","Austin Dance Ensemble","17539"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Rattletree","17575"
"2020-09-30T00:00:00.000","One World/ Austin Bike Zoo","17575"
"2020-09-30T00:00:00.000","School of Indian Percussion and Music","17650"
"2020-09-30T00:00:00.000","Ballet East Dance Company/ Up Rise Productions","17750"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Blue Cow Studios","17800"
"2020-09-30T00:00:00.000","One World/ Sevylla del Mazo","17826"
"2020-09-30T00:00:00.000","COLLIDE/ Epistrophy Arts","18000"
"2020-09-30T00:00:00.000","Austin Creative Alliance / JWHill Productions LLC","18050"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Central Texas Medical Orchestra","18250"
"2020-09-30T00:00:00.000","Capitol View Arts/ DJ Bling Back 2 School","18393"
"2020-09-30T00:00:00.000","One World/ Emily Dedear","18525"
"2020-09-30T00:00:00.000","One World/ Oliver Rajamani","18682"
"2020-09-30T00:00:00.000","Austin Children's Choir","18707"
"2020-09-30T00:00:00.000","River City Pops","18742"
"2020-09-30T00:00:00.000","The Hidden Room Theatre","18747"
"2020-09-30T00:00:00.000","Ground Floor Theatre","19075"
"2020-09-30T00:00:00.000","Art Spark Texas/ AllRhythms Youth Ensemble","19141"
"2020-09-30T00:00:00.000","Ariel Dance Theatre","19247"
"2020-09-30T00:00:00.000","Capitol View Arts","19250"
"2020-09-30T00:00:00.000","Mexic-Arte Museum/ Johnny Degollado (AKA Austin Conjunto Festival)","19261"
"2020-09-30T00:00:00.000","Austin Creative Alliance / A'Lante Flamenco Dance Ensemble","19393"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Internation Mulitcultural Community","19475"
"2020-09-30T00:00:00.000","line upon line percussion","19644"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Generic Ensemble Company","19682"
"2020-09-30T00:00:00.000","Lannaya aka Lannaya West African Drum and Dance Ensemble","19750"
"2020-09-30T00:00:00.000","Russian Speakers Society","19813"
"2020-09-30T00:00:00.000","Austin Polish Society","19900"
"2020-09-30T00:00:00.000","Big Medium/ Olaniyi Akindiya Akirash aka ARTWITHARKIRASH STUDIO LLC","19900"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Anuradha Naimpally","19972"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Gender Portraits","20050"
"2020-09-30T00:00:00.000","Austin Creative Alliance / BoCCa","20325"
"2020-09-30T00:00:00.000","South Austin Museum of Popular Culture","20470"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Austin Asian American Film Festival","20550"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Glass Half Full Theatre","20765"
"2020-09-30T00:00:00.000","Fisterra Projects","20925"
"2020-09-30T00:00:00.000","ARCOS Foundation for the Arts, Inc.","20950"
"2020-09-30T00:00:00.000","Austin Creative Alliance / The City Theatre Company","21093"
"2020-09-30T00:00:00.000","Center for Women & Their Work / Asian American Community Partnership","21350"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Theatre en Bloc","21625"
"2020-09-30T00:00:00.000","Inside Out Steelband","21625"
"2020-09-30T00:00:00.000","Conservatory Dance Theatre dba The Austin City Ballet","21700"
"2020-09-30T00:00:00.000","Shalom Austin","22000"
"2020-09-30T00:00:00.000","German Texan Heritage Society","22050"
"2020-09-30T00:00:00.000","Austin Symphonic Band","22250"
"2020-09-30T00:00:00.000","MASS Gallery, Inc","22300"
"2020-09-30T00:00:00.000","OUTsider Film & Arts Festival","22599"
"2020-09-30T00:00:00.000","Gilbert & Sullivan Society of Austin, Texas, Inc.","22695"
"2020-09-30T00:00:00.000","New School of Music","22975"
"2020-09-30T00:00:00.000","HONK!TX","23009"
"2020-09-30T00:00:00.000","Hyde Park Theatre/ Capital T Theatre","23096"
"2020-09-30T00:00:00.000","Austin Creative Alliance / Shrewd Production","23399"
"2020-09-30T00:00:00.000","Different Stages, Inc.","23609"
"2020-09-30T00:00:00.000","Ritenuto Foundation Inc","23650"
"2020-09-30T00:00:00.000","Moving Image Arts & Education","23717"
"2020-09-30T00:00:00.000","COLLIDE","23997"
"2020-09-30T00:00:00.000","Ensemble VIII","24030"
